QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
6010777,.555357058811925,6,6,1,3,3,3,3,2,3,2, , , , ,8,2,2, ,2,2,2, ,98,2,2,2,2, , , , , , , , , , , ,2,2,2,2,8, , ,1,1,2,2,2,1,2,2,2,1,2, ,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,98,2,2,2,98,2,2,5,5,98,1,1,98,98,98,1,98,98,7,1,2,2,2,2,2, ,2,2, ,2,4,2,4,3, , , , , , ,29, , , , , , , ,1,1,3,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010786,.716794439376514,6,6,3,3,3,3,3,2,3,3, , , , ,1,1,98, ,2,2,2, ,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1, , ,1,1,2,2,2,1,2,98,98,1,2, ,2,2,1,2,2,2, ,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2, ,2,2, ,1,4,1,4,3, , , , , , ,35, , , , , , , ,1,2,4,2, ,1, , , , ,4,2,2, , , , , , , , , ,2,2,8,2,2
6010787,.384870134367257,6,6,3,3,3,3,3,2,1,2, , , , ,1,1,2, ,2,2,2, ,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1, , ,2,1,2,1,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,4,3,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2, ,2,2, ,1,3,2,4,4, , , , , , ,38, , , , , , , ,1,2,4,1, ,1, , , , ,4,2,98, , , , , , , , , ,2,2,8,2,2
6010789,.228674469156972,6,6,1,3,3,3,3,2,1,2, , , , ,1,1,2, ,2,2,2, ,1,2,2,98,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1, , ,2,1,2,2,2,1,2,2,2,1,2, ,98,2,1,2,2,2, ,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,1,2,2,2,2, ,2,2, ,2,4,1,3,4, , , , , , ,22, , , , , , , ,1,1,2,1, ,1, , , , ,6,2,2, , , , , , , , , ,2,2,8,3,2
6010790,1.39634929618475,6,6,3,3,3,3,3,2,3,3, , , , ,1,1,2, ,2,2,2, ,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1, , ,2,1,2,2,2,1,2,1,2,1,1, ,2,2,2,1,2,2, ,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,4,3,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2, ,2,2, ,1,4,1,3,3, , , , , , ,30, , , , , , , ,1,0,5,3, ,4, , , , ,9,2,2, , , , , , , , , ,2,2,8,5,2
6010793,.61805123611169,6,6,3,3,3,3,3,2,2,1, , , , ,8,2,2, ,2,2,2, ,2,2,2,98,1, , , , , , , , , , , ,2,1,1,98,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,98,2,2,2,5,5,2,2,2,2,2,2,2,2,1,6,1,98,2,2,2,1, ,2,2, ,1,98,2,4,98, , , , , , ,18, , , , , , , ,1,0,4,3, ,4, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010798,.510294767671944,6,6,3,3,3,3,3,2,3,4, , , , ,1,1,2, ,2,1,1, ,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1, , ,1,1,2,2,1,1,2,1,2,1,2, ,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,5,5,1,1,1,2,2,2,2,2,2,7,1,2,2,2,1,2, ,2,2, ,1,4,1,4,2, , , , , , ,41, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010805,.228674469156972,6,6,3,3,3,3,3,2,1,3, , , , ,8,2,2, ,2,2,2, ,2,2,2,98,1, , , , , , , , , , , ,3,2,2,98,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,5,3,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,1, ,2,2, ,1,4,2,98,2, , , , , , ,35, , , , , , , ,1,2,3,1, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010808,.385023661424024,6,6,1,3,3,3,3,2,3,1, , , , ,2,2,1, ,2,2,2,1,2,2,1,1,1, , , , , , , , , , , ,1,2,2,2,2, , ,2,2,1,2,2,2,1,2,1,2,2, ,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,1,2,1,1,2,4,1,1,2,2,1,1, ,2,2, ,1,4,1,4,2, , , , , ,3,28, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010811,.952612436024662,6,6,1,3,3,3,3,1,3,4, , , , ,2,2,1, ,2,2,2,2,2,2,1,1,1, , , , , , , , , , , ,2,1,1,2,2, , ,2,2,1,2,2,2,1,2,1,2,2, ,2,1,1,2,2,2,2,2,1,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,1,2,1,1,2,5,1,2,2,2,2,2, ,1,1, ,1,4,1,4,3, , , , , ,4,19, , , , , , , ,1,0,3,3, ,4, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010816,.952612436024662,6,6,1,1,3,2,3,2,3,2, , , , ,8,2,2, ,2,2,1, ,2,2,1,1,1, , , , , , , , , , , ,3,2,2,2,8, , ,2,2,2,2,2,1,2,2,2,1,2, ,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,4,3,1,1,1,2,2,2,2,2,2,7,1,1,2,2,2,1, ,1,2, ,2,4,2,4,3, , , , , , ,21, , , , , , , ,1,0,4,3, ,4, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010818,.61805123611169,6,6,1,1,2,3,3,1,3,2, , , , ,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,3,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,2,1,3,1,1,1,1,2,2,2,2,2,1,2,2,3,3,2,1,2,2,2,2,1,2,2,6,1,1,2,2,3,2, ,2,2, ,1,4,1,4,2, , , , , , ,21, , , , , , , ,1,0,3,3, ,4, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010821,1.11141744881046,6,6,1,1,2,2,2,1,1,3, , , , ,8,1,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,2,1,1,2,8, , ,1,1,2,2,1,1,2,1,2,1,1, ,1,1,1,2,2,2,2,2,1,1,1,3,1,1,1,1,2,1,2,1,2,1,1,2,4,3,2,1,1,2,1,1,1,2,1,5,1,1,1,2,2,1, ,1,1, ,2,3,1,4,3, , , , , , ,48, , , , , , , ,1,2,2,2, ,1, , , , ,4,2,2, , , , , , , , , ,5,2,8,2,2
6010823,.385023661424024,6,6,2,3,3,3,3,2,3,3, , , , ,8,2,2, ,2,2,2, ,2,1,1,1,1, , , , , , , , , , , ,3,2,2,2,8, , ,2,1,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,1,2,4,3,1,1,1,2,2,2,2,1,1,7,1,1,2,2,2,1, ,1,2, ,1,4,1,4,3, , , , , , ,33, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010826,.495820687482346,6,6,1,1,3,3,2,2,1,2, , , , ,1,1,2, ,2,2,1, ,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,8, , ,1,1,1,2,1,1,2,1,2,1,1, ,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,5,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1, ,1,2, ,1,4,1,4,2, , , , , , ,40, , , , , , , ,1,2,4,3, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010828,.723646562308367,6,6,1,3,3,1,2,2,3,4, , , , ,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,8, , ,1,1,2,2,2,2,2,2,2,1,2, ,2,2,1,2,2,2, ,1,1,2,1,2,1,1,1,1,2,98,2,1,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,1,2,2,2,2,2, ,98,98, ,2,98,2,98,2, , , , , , ,34, , , , , , , ,1,2,5,3, ,1, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,1
6010832,.348487054428855,6,6,3,1,3,2,2,2,3,4, , , , ,8,2,2, ,2,2,98, ,98,2,2,2,2, , , , , , , , , , , ,2,2,98,1,8, , ,1,1,2,2,2,2,2,2,2,2,2, ,98,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,98,2,2,1,2,2,5,4,2,1,1,98,2,2,2,2,2,7,1,1,2,2,2,2, ,2,98, ,2,4,2,4,2, , , , , , ,32, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010847,.315711091964925,6,6,1,3,3,2,2,2,3,3, , , , ,8,2,2, ,2,2,2, ,2,2,2,2,98, , , , , , , , , , , ,3,2,2,2,8, , ,1,1,2,2,2,1,2,2,2,1,2, ,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,98,2,2,2,98,98,98,5,4,1,1,1,98,98,98,98,2,98,7,1,2,2,1,2,1, ,2,2, ,2,98,98,4,2, , , , , , ,39, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010855,1.04713197369576,6,6,1,3,3,3,3,2,1,4, , , , ,8,2,2, ,2,2,2, ,1,2,1,1,1, , , , , , , , , , , ,2,1,1,2,8, , ,1,1,2,2,2,1,2,2,2,1,1, ,1,2,1,2,2,2, ,1,1,2,1,2,1,1,1,1,2,1,2,2,2,98,98,98,5,4,1,1,1,98,98,98,98,98,98,7,1,2,1,2,2,1, ,2,2, ,1,4,1,4,3, , , , , , ,65, , , , , , , ,1,1,3,1, ,2, , , , ,4,2,2, , , , , , , , , ,5,2,8,2,1
6010869,1.01060542902305,6,6,1,3,3,3,3,2,3,2, , , , ,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,2,1,1,2,8, , ,1,1,2,2,1,2,2,2,2,1,1, ,2,1,1,2,2,2,2,1,1,2,1,3,1,1,1,1,1,1,2,2,2,2,2,1,3,2,1,1,1,98,1,1,1,1,1,4,1,1,2,2,2,1, ,1,1, ,1,3,1,4,3, , , , , , ,44, , , , , , , ,1,2,4,2, ,1, , , , ,5,2,2, , , , , , , , , ,5,2,8,3,2
6010873,.281620298514972,6,6,1,3,3,3,3,2,3,3, , , , ,8,2,2, ,2,2,2, ,2,2,2,1,2, , , , , , , , , , , ,3,2,2,1,8, , ,1,1,2,2,2,2,2,2,2,1,2, ,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,4,2,1,1,1,1,98,2,1,1,1,5,1,1,2,2,2,2, ,2,2, ,1,4,1,4,4, , , , , , ,43, , , , , , , ,1,2,3,1, ,3, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010877,1.13005887115782,6,6,1,1,2,2,4,3,3,2, , , , ,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,4,3,2,1,2,2,2,2,1,2,2,7,1,1,2,2,2,2, ,1,2, ,1,4,1,4,1, , , , , , ,32, , , , , , , ,1,2,4,2, ,1, , , , ,5,2,2, , , , , , , , , ,5,2,8,3,2
6010882,.348195734774231,6,6,1,1,3,3,3,3,1,2, , , , ,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,3,1,1,2,8, , ,2,2,2,2,2,1,2,2,2,1,1, ,2,2,1,2,2,2, ,1,1,2,1,3,1,1,1,1,2,1,2,2,2,2,2,2,4,2,2,1,1,2,2,1,1,2,2,6,1,1,2,1,2,3, ,2,2, ,2,3,1,4,1, , , , , , ,35, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010883,.495820687482346,6,6,1,3,3,2,3,2,3,3, , , , ,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,4,2,1,1,1,98,2,2,2,2,2,7,1,1,2,2,2,2, ,1,1, ,1,4,1,4,1, , , , , , ,42, , , , , , , ,1,2,4,3, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010884,.557463923660395,6,6,1,1,3,3,2,2,3,2, , , , ,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,1,1,4,1,1,1,1,2,1,2,2,2,2,2,2,4,4,2,1,1,2,2,2,1,2,2,7,1,1,2,2,3,3, ,1,2, ,1,4,1,4,2, , , , , , ,45, , , , , , , ,1,3,5,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010886,.61805123611169,6,6,1,1,2,3,3,1,3,2, , , , ,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,4,2,1,2,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,2,2,4,1,1,1,1,2,98,2,2,2,1,2,2,4,1,2,1,2,2,2,2,1,2,2,7,1,1,2,2,1,1, ,1,1, ,1,4,1,3,1, , , , , , ,22, , , , , , , ,1,0,3,3, ,4, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,2
6010888,.348487054428855,6,6,3,1,3,2,3,2,3,2, , , , ,8,1,2, ,2,2,1, ,2,2,2,1,1, , , , , , , , , , , ,3,1,1,2,8, , ,1,1,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,4,3,1,1,1,98,1,1,98,1,1,6,1,1,2,2,2,1, ,2,2, ,2,3,2,4,3, , , , , , ,31, , , , , , , ,1,3,5,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010890,.388232576578441,6,6,1,1,3,3,3,1,3,3, , , , ,8,2,2, ,2,2,2, ,2,2,2,2,1, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,5,3,2,1,2,2,2,2,2,2,2,7,2,2,2,2,2,2, ,1,2, ,2,3,2,3,98, , , , , , ,22, , , , , , , ,1,1,3,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010895,1.9369740234081,6,6,1,3,2,2,3,1,3,4, , , , ,2,2,1, ,2,2,2,2,2,2,2,1,2, , , , , , , , , , , ,1,2,2,1,2, , ,2,2,1,2,2,2,2,2,1,2,2, ,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,5,4,2,1,1,2,2,2,2,2,2,4,1,2,2,2,1,1, ,2,2, ,2,2,1,3,4, , , , , ,3,46, , , , , , , ,1,3,6,4, ,1, , , , ,4,2,2, , , , , , , , , ,5,2,8,2,1
6010898,.303124677051759,6,6,1,3,3,3,3,2,3,2, , , , ,8,1,2, ,2,2,2, ,1,2,1,1,1, , , , , , , , , , , ,3,1,1,2,8, , ,2,1,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,1,2,1,3,1,1,1,1,2,1,2,2,2,1,1,1,5,4,1,1,1,2,1,2,1,1,1,6,1,2,2,2,1,2, ,98,98, ,2,4,2,3,2, , , , , , ,33, , , , , , , ,1,1,3,2, ,1, , , , ,6,2,2, , , , , , , , , ,6,2,8,3,1
6010900,.397500687685905,6,6,3,3,3,2,3,2,3,2, , , , ,2,1,1, ,2,2,1,1,1,2,1,1,1, , , , , , , , , , , ,2,1,1,2,10, , ,1,1,1,2,2,1,1,2,1,1,2, ,2,2,1,2,2,2, ,1,1,1,1,3,1,1,1,1,2,1,2,2,2,1,1,1,5,2,1,1,1,2,2,1,2,1,1,6,2,1,2,2,2,1, ,2,1, ,1,4,1,4,2, , , , , ,6,36, , , , , , , ,1,1,3,2, ,1, , , , ,6,2,2, , , , , , , , , ,6,1,8,3,1
6010904,.228674469156972,6,6,3,3,3,3,3,3,3,2, , , , ,1,1,2, ,2,2,2, ,1,1,1,1,1,2,2,97,1,1,1,97,2,1,1,1,3,1,1,2,1, , ,1,1,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,5,2,1,1,1,2,2,1,2,2,2,6,1,2,2,2,2,1, ,1,1, ,3,3,1,4,2, , , , , , ,40, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,6,2,8,3,1
6010905,2.07189905715971,6,6,1,3,3,3,3,1,3,2, , , , ,1,1,2, ,1,2,2, ,2,2,2,1,1,2,2,2,2,2,2,1,1,1,98,2,1,1,1,2,1, , ,1,1,1,1,2,1,1,2,1,1,1, ,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1, ,1,2, ,1,4,1,4,2, , , , , , ,68, , , , , , , ,1,3,2,2, ,1, , , , ,10,1,2, , , , , , , , , ,6,2,8,5,1
6010907,.550825857078165,6,6,1,3,3,3,3,2,3,2, , , , ,1,1,2, ,2,2,1, ,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1, , ,1,1,2,2,2,1,2,2,2,1,1, ,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,5,5,1,1,1,2,2,2,2,2,2,5,1,2,2,2,2,2, ,2,2, ,1,4,1,4,3, , , , , , ,60, , , , , , , ,1,2,4,4, ,1, , , , ,6,2,2, , , , , , , , , ,6,2,8,3,1
6010908,.359946207238433,6,6,1,1,2,2,3,2,3,4, , , , ,1,1,2, ,2,2,2, ,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1, , ,1,1,2,1,2,1,2,2,2,1,1, ,2,2,1,2,2,2, ,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2, ,2,2, ,1,4,1,4,4, , , , , , ,36, , , , , , , ,1,2,5,3, ,1, , , , ,6,2,2, , , , , , , , , ,2,2,8,3,2
6010911,.426272633517702,6,6,1,3,2,3,2,2,2,3, , , , ,1,1,2, ,2,2,2, ,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1, , ,1,1,1,1,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2, ,2,98, ,1,4,1,4,4, , , , , , ,30, , , , , , , ,1,2,3,1, ,1, , , , ,4,2,2, , , , , , , , , ,2,2,8,2,2
6010918,.738969236828916,6,6,1,3,2,1,3,2,3,3, , , , ,2,2,1, ,2,2,2,2,1,1,1,1,1, , , , , , , , , , , ,2,2,2,2,2, , ,2,2,1,2,2,2,1,2,1,2,2, ,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,4,2,2,1,2,2,1,1,1,1,2,4,1,2,2,2,2,1, ,1,1, ,1,4,1,4,2, , , , , ,3,40, , , , , , , ,1,2,5,3, ,1, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,2
6010920,.228674469156972,6,6,1,3,3,3,3,1,3,98, , , , ,1,1,2, ,2,2,2, ,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,8, , ,1,1,2,1,2,1,2,2,2,1,2, ,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2,1,5,1,1,2,2,2,1, ,1,1, ,1,4,1,4,3, , , , , , ,53, , , , , , , ,1,1,2,1, ,2, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010924,.228674469156972,6,6,1,3,2,2,3,2,3,2, , , , ,8,1,2, ,2,2,2, ,1,2,1,1,1, , , , , , , , , , , ,2,1,1,2,8, , ,1,1,2,2,2,1,2,2,2,1,1, ,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,98,1,1,98,4,2,1,1,1,1,1,1,1,98,1,5,1,1,2,2,1,1, ,1,1, ,1,4,1,4,2, , , , , , ,42, , , , , , , ,1,3,4,1, ,1, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010925,.228674469156972,6,6,1,3,3,3,2,2,3,1, , , , ,1,1,2, ,2,2,2, ,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1, , ,1,1,2,2,2,1,2,2,2,1,1, ,2,1,1,2,2,2,2,1,1,2,1,4,1,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,1,1,1,2,1,2,2,5,1,1,2,2,2,2, ,1,1, ,1,4,1,4,1, , , , , , ,45, , , , , , , ,1,1,2,1, ,2, , , , ,6,2,2, , , , , , , , , ,5,2,8,3,1
6010929,.459975303964074,6,6,1,3,2,1,2,2,3,4, , , , ,8,2,2, ,2,2,2, ,1,2,2,1,1, , , , , , , , , , , ,2,2,2,2,8, , ,1,1,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,1,1,2,1,2,1,1,1,1,2,98,2,2,2,98,2,98,98,3,1,2,1,98,98,98,2,2,2,7,1,2,2,2,2,2, ,98,2, ,2,4,1,4,2, , , , , , ,44, , , , , , , ,1,3,5,2, ,1, , , , ,6,2,2, , , , , , , , , ,5,1,8,3,1
6010939,.397500687685905,6,6,3,3,3,3,3,3,3,2, , , , ,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,1, , ,2,1,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2, ,4,2, , , ,1,1,1,2,2,2,2,2,2,2,2,2,5,3,2,2,1,2,2,2,2,2,2,7,1,2,2,2,2,1, ,2,1, ,4,4,4,4,2, , , , , , ,38, , , , , , , ,1,1,2,2, ,2, , , , ,6,2,2, , , , , , , , , ,6,1,8,3,1
6010950,.303124677051759,6,6,1,3,3,3,3,2,3,2, , , , ,8,1,2, ,2,2,2, ,1,1,1,1,1, , , , , , , , , , , ,3,2,2,2,1, , ,1,1,2,1,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,1,2, , , ,1,1,1,2,2,1,2,2,2,1,2,2,5,1,2,2,1,2,2,2,2,2,2,6,1,1,2,2,1,1, ,2,2, ,2,4,2,4,3, , , , , , ,28, , , , , , , ,1,2,4,2, ,1, , , , ,6,2,2, , , , , , , , , ,6,2,8,3,1
6010958,1.14369644354746,6,6,1,3,3,3,3,2,3,1, , , , ,1,1,2, ,2,2,2, ,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,3,2,2,2,1, , ,2,1,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,2, ,3,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,4,1,2,2,1,2,1,1,2,2,2,6,1,2,2,2,1,2, ,2,2, ,4,4,3,3,3, , , , , , ,20, , , , , , , ,1,0,2,2, ,4, , , , ,3,2,2, , , , , , , , , ,6,2,8,1,1
6010962,.730731376089917,6,6,3,3,3,3,3,2,3,2, , , , ,8,1,1, ,2,2,2,2,2,2,2,1,1, , , , , , , , , , , ,2,2,1,1,1, , ,2,1,1,2,1,2,2,2,2,2,2, ,2,2,1,2,2,2, ,1,2, , , ,1,2,1,1,2,1,1,2,2,2,1,2,4,4,2,1,2,2,2,2,2,2,2,6,2,1,1,2,2,1, ,1,2, ,2,2,2,3,3, , , , , , ,18, , , , , , , ,1,0,3,3, ,4, , , , ,6,2,2, , , , , , , , , ,6,1,8,3,1
6010965,.447093723268387,6,6,1,3,3,3,3,1,3,3, , , , ,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,4,1,1,2,8, , ,2,1,2,2,2,1,2,2,2,1,1, ,2,2,1,2,2,2, ,2,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,5,3,1,1,1,2,1,1,1,2,2,5,1,1,2,1,2,1, ,1,2, ,1,2,1,2,2, , , , , , ,39, , , , , , , ,1,2,5,3, ,1, , , , ,7,2,2, , , , , , , , , ,5,2,8,3,1
6010967,1.74818121793265,6,6,1,1,2,2,3,1,1,4, , , , ,2,2,1, ,2,2,2,2,2,2,2,1,1, , , , , , , , , , , ,1,2,2,1,2, , ,2,2,1,2,2,2,1,2,1,2,2, ,2,2,1,2,2,2, ,1,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,5,4,1,1,1,2,2,2,1,2,2,3,1,2,2,2,1,2, ,2,2, ,1,2,2,2,4, , , , , ,3,61, , , , , , , ,1,3,6,3, ,5, , , , ,2,2,2, , , , , , , , , ,5,2,8,1,1
